,Zoning_Class,Lot_Extent,Lot_Size,Road_Type,Property_Shape,Land_Outline,Utility_Type,Lot_Configuration,Property_Slope,Neighborhood,Condition1,Condition2,House_Type,House_Design,Overall_Material,Construction_Year,Remodel_Year,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Type,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF1,BsmtFinType2,Total_Basement_Area,Heating_Type,Heating_Quality,Air_Conditioning,Electrical_System,First_Floor_Area,Second_Floor_Area,Grade_Living_Area,Full_Bathroom_Above_Grade,Half_Bathroom_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Functional_Rate,Fireplaces,Fireplace_Quality,Garage,Garage_Built_Year,Garage_Finish_Year,Garage_Size,Garage_Quality,Garage_Condition,Pavedd_Drive,Sale_Type,Sale_Condition,Sale_Price
621,RLD,90.0,10800,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,2Story,6,1974,1997,Gable,SS,HdBoard,HdBoard,None,0.0,TA,TA,CB,TA,TA,No,ALQ,956,Rec,1522,GasA,TA,Y,SBrkr,1548,1066,2614,2,1,TA,9,TF,1,TA,Attchd,1974.0,RFn,2,TA,TA,Y,WD,Normal,240000
622,RLD,71.0,7064,Paved,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,SS,Plywood,Plywood,BrkFace,153.0,TA,TA,CB,TA,TA,No,BLQ,560,Unf,980,GasA,TA,Y,SBrkr,980,0,980,1,0,TA,6,TF,0,,Detchd,1986.0,Unf,2,TA,TA,Y,WD,Normal,135000
623,FVR,70.04583333333333,2117,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,SS,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PC,Gd,TA,No,GLQ,420,Unf,756,GasA,Ex,Y,SBrkr,756,756,1512,2,1,Gd,4,TF,1,TA,Detchd,2000.0,Unf,2,TA,TA,Y,WD,Normal,168500
624,RLD,80.0,10400,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,2Story,6,1972,1972,Gable,SS,VinylSd,VinylSd,None,288.0,TA,TA,CB,TA,TA,No,Rec,247,Unf,732,GasA,Gd,Y,SBrkr,1012,778,1790,1,2,TA,8,MD2,1,TA,Attchd,1972.0,RFn,2,TA,TA,Y,WD,Normal,165150
625,RLD,87.0,10000,Paved,IR1,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,6,1962,1962,Hip,SS,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,1116,GasA,TA,Y,SBrkr,1116,0,1116,1,1,TA,5,TF,0,,Attchd,1962.0,Unf,2,TA,TA,Y,WD,Normal,160000
626,RLD,70.04583333333333,12342,Paved,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1960,1978,Hip,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,978,GasA,TA,Y,SBrkr,1422,0,1422,1,0,TA,6,MD1,1,TA,Attchd,1960.0,RFn,1,TA,TA,Y,WD,Normal,139900
627,RLD,80.0,9600,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,SLvl,6,1955,1972,Gable,SS,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CB,TA,TA,Av,BLQ,674,LwQ,1156,GasA,Ex,Y,SBrkr,1520,0,1520,1,0,TA,7,TF,2,Gd,Basment,1955.0,RFn,1,TA,TA,Y,WD,Normal,153000
628,RLD,70.0,11606,Paved,IR1,HLS,AllPub,I,SS,NAmes,Norm,Norm,1Fam,2Story,5,1969,1969,Gable,SS,Plywood,Plywood,BrkFace,192.0,TA,TA,PC,Gd,TA,Av,Rec,650,Unf,1040,GasA,TA,Y,SBrkr,1040,1040,2080,1,2,Fa,9,TF,2,TA,Attchd,1969.0,Unf,2,TA,TA,Y,WD,Family,135000
629,RLD,82.0,9020,Paved,Reg,Lvl,AllPub,C,GS,NAmes,Feedr,Norm,1Fam,SLvl,6,1964,1964,Gable,WSh,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CB,TA,TA,Gd,GLQ,624,Rec,1248,GasA,TA,Y,SBrkr,1350,0,1350,1,1,TA,6,TF,0,,Attchd,1964.0,RFn,2,TA,TA,Y,WD,Normal,168500
630,RMD,50.0,9000,Paved,Reg,Lvl,AllPub,C,GS,OldTown,Artery,Norm,1Fam,2Story,5,1880,1991,Gable,SS,VinylSd,VinylSd,None,0.0,TA,TA,BT,Fa,Fa,No,Unf,0,Unf,636,GasA,TA,Y,FuseA,1089,661,1750,1,0,Ex,8,TF,0,,Detchd,1937.0,Unf,1,Fa,Po,N,WD,Abnorml,124000
631,RLD,34.0,4590,Paved,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,Twnhs,1Story,8,2006,2006,Gable,SS,VinylSd,VinylSd,Stone,108.0,Gd,TA,PC,Gd,Gd,Mn,GLQ,24,Unf,1554,GasA,Ex,Y,SBrkr,1554,0,1554,2,0,Gd,6,TF,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,WD,Normal,209500
632,RLD,85.0,11900,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,1Story,7,1977,1977,Hip,SS,Plywood,Plywood,BrkFace,209.0,TA,Gd,CB,TA,TA,No,ALQ,822,Unf,1386,GasA,TA,Y,SBrkr,1411,0,1411,2,0,TA,6,TF,1,TA,Attchd,1977.0,Fin,2,TA,TA,Y,WD,Family,82500
633,RLD,80.0,9250,Paved,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,5,1954,2005,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,BLQ,480,LwQ,1056,GasA,TA,Y,SBrkr,1056,0,1056,1,0,TA,6,TF,0,,Attchd,1954.0,Unf,1,TA,TA,Y,WD,Normal,139400
634,RLD,64.0,6979,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,Duplex,SFoyer,6,1980,1980,Gable,SS,Plywood,Plywood,None,0.0,TA,TA,CB,TA,TA,No,GLQ,1056,Unf,1056,GasA,Gd,Y,SBrkr,1056,0,1056,0,0,TA,4,TF,0,,Detchd,1980.0,Unf,2,TA,TA,Y,WD,Normal,144000
635,RHD,60.0,10896,Paved,Reg,Bnk,AllPub,I,GS,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,1914,1995,Hip,SS,VinylSd,VinylSd,None,0.0,Fa,TA,CB,TA,Fa,No,LwQ,256,Unf,1440,GasA,Ex,Y,FuseA,1440,1440,3395,2,0,Fa,14,TF,0,,,,,0,,,N,WD,Abnorml,200000
636,RMD,51.0,6120,Paved,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1Story,2,1936,1950,Gable,SS,AsbShng,AsbShng,None,0.0,Fa,Fa,BT,TA,Fa,No,Unf,0,Unf,264,Grav,Fa,N,FuseA,800,0,800,1,0,Fa,4,MajD1,1,Po,,,,0,,,N,ConLw,Normal,60000
637,RMD,50.0,6000,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,2fmCon,1.5Fin,5,1954,1954,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,811,GasA,TA,Y,FuseA,811,576,1387,2,0,Gd,7,TF,0,,BuiltIn,1954.0,Unf,1,TA,TA,Y,WD,Normal,93000
638,RLD,67.0,8777,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Feedr,Norm,1Fam,1Story,5,1910,1950,Gable,SS,MetalSd,Wd Sdng,None,0.0,TA,TA,CB,Fa,TA,No,Unf,0,Unf,796,GasA,Gd,Y,FuseA,796,0,796,1,0,TA,4,TF,0,,,,,0,,,P,WD,Normal,85000
639,RLD,53.0,3982,Paved,Reg,Lvl,AllPub,I,GS,Blmngtn,Norm,Norm,TwnhsE,1Story,8,2006,2006,Hip,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,Gd,Av,GLQ,1154,Unf,1520,GasA,Ex,Y,SBrkr,1567,0,1567,2,0,Ex,7,TF,1,Gd,Attchd,2006.0,Fin,3,TA,TA,Y,New,Partial,264561
640,RLD,62.0,12677,Paved,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,TwnhsE,1Story,8,2003,2004,Hip,SS,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PC,Ex,TA,Gd,GLQ,1218,Unf,1518,GasA,Ex,Y,SBrkr,1518,0,1518,1,1,Ex,6,TF,1,Gd,Attchd,2003.0,RFn,2,TA,TA,Y,WD,Normal,274000
641,FVR,70.04583333333333,7050,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,GLQ,738,Unf,1057,GasA,Ex,Y,SBrkr,1057,872,1929,2,1,Gd,7,TF,1,TA,Attchd,2001.0,Fin,2,TA,TA,Y,WD,Normal,226000
642,RLD,75.0,13860,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,SLvl,8,1972,1995,Gable,SS,Plywood,Wd Sdng,None,0.0,Gd,TA,CB,Gd,TA,Gd,GLQ,1410,Unf,1952,GasA,Gd,Y,SBrkr,2000,704,2704,2,1,Ex,9,TF,3,TA,Attchd,1972.0,Fin,2,TA,TA,Y,WD,Normal,345000
643,RLD,80.0,10793,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,RRAn,Norm,1Fam,2Story,5,1969,1969,Mansard,SS,WdShing,HdBoard,BrkFace,263.0,TA,TA,CB,TA,TA,No,Rec,493,BLQ,780,GasA,Ex,Y,SBrkr,780,840,1620,2,1,TA,7,MD1,0,,Attchd,1969.0,Fin,2,TA,TA,Y,WD,Normal,152000
644,FVR,85.0,9187,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,1Story,9,2009,2009,Gable,SS,CemntBd,CmentBd,Stone,162.0,Ex,TA,PC,Ex,TA,Mn,GLQ,1121,Unf,1766,GasA,Ex,Y,SBrkr,1766,0,1766,2,1,Ex,7,TF,1,Gd,Attchd,2009.0,Fin,3,TA,TA,Y,New,Partial,370878
645,RLD,70.04583333333333,10530,Paved,IR1,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,6,1971,1971,Hip,SS,Plywood,Plywood,None,0.0,TA,TA,CB,TA,TA,No,ALQ,282,LwQ,981,GasA,TA,Y,SBrkr,981,0,981,1,1,TA,5,TF,0,,Detchd,1979.0,Unf,2,TA,TA,Y,WD,Normal,143250
646,RLD,60.0,7200,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Hip,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,,,,,0,,0,GasA,Gd,Y,SBrkr,1048,0,1048,1,0,TA,7,MD1,0,,Detchd,1950.0,Unf,2,TA,TA,Y,WD,Normal,98300
647,RLD,85.0,10452,Paved,IR1,Lvl,AllPub,I,GS,Edwards,Norm,Norm,1Fam,1Story,6,1953,1953,Hip,SS,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CB,TA,TA,Mn,Rec,500,Unf,1094,GasA,Ex,Y,SBrkr,1094,0,1094,1,0,TA,5,TF,2,Gd,Attchd,1953.0,RFn,2,TA,TA,Y,WD,Normal,155000
648,RLD,70.0,7700,Paved,Reg,Lvl,AllPub,I,GS,NAmes,PosN,Norm,1Fam,2Story,6,1966,1966,Gable,SS,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,756,GasA,TA,Y,SBrkr,1051,788,1839,1,1,TA,7,TF,1,TA,Attchd,1966.0,Unf,2,TA,TA,Y,WD,Normal,155000
649,RMD,21.0,1936,Paved,Reg,Lvl,AllPub,I,GS,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1970,1970,Gable,SS,CemntBd,CmentBd,None,0.0,TA,TA,CB,Gd,TA,Av,BLQ,131,GLQ,630,GasA,Gd,Y,SBrkr,630,0,630,1,0,TA,3,TF,0,,,,,0,,,Y,WD,Normal,84500
650,FVR,65.0,8125,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,SS,CemntBd,CmentBd,,,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,813,GasA,Ex,Y,SBrkr,822,843,1665,2,1,Gd,7,TF,0,,Attchd,2007.0,RFn,2,TA,TA,Y,WD,Normal,205950
651,RLD,60.0,9084,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Artery,Norm,1Fam,2Story,4,1940,1950,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,TA,TA,Mn,Unf,0,Unf,755,GasA,TA,Y,SBrkr,755,755,1510,1,0,TA,7,TF,1,Gd,Detchd,1940.0,Unf,1,Fa,Po,P,WD,Normal,108000
652,RLD,70.0,8750,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,2Story,7,1996,1996,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,880,GasA,Ex,Y,SBrkr,909,807,1716,2,1,Gd,7,TF,1,TA,Attchd,1996.0,RFn,2,TA,TA,Y,WD,Normal,191000
653,RMD,60.0,10320,Paved,Reg,Lvl,AllPub,I,GS,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1906,1995,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,756,GasA,Ex,Y,SBrkr,756,713,1469,1,0,TA,7,TF,0,,Detchd,1906.0,Unf,1,TA,TA,Y,WD,Normal,135000
654,RLD,91.0,10437,Paved,IR1,Lvl,AllPub,I,GS,NoRidge,Norm,Norm,1Fam,1Story,8,1995,1995,Hip,SS,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PC,Gd,TA,Gd,GLQ,1696,Unf,2109,GasA,Ex,Y,SBrkr,2113,0,2113,2,1,Gd,7,TF,1,TA,Attchd,1995.0,Fin,3,TA,TA,Y,WD,Normal,350000
655,RMD,21.0,1680,Paved,Reg,Lvl,AllPub,I,GS,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,SS,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,525,GasA,TA,Y,SBrkr,525,567,1092,1,1,TA,6,TF,0,,Detchd,1971.0,Unf,1,TA,TA,Y,WD,Family,88000
656,RLD,72.0,10007,Paved,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1959,2006,Gable,SS,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CB,TA,TA,No,ALQ,806,Unf,1053,GasA,Ex,Y,SBrkr,1053,0,1053,1,1,Gd,5,TF,0,,Attchd,1959.0,RFn,1,TA,TA,Y,WD,Normal,145500
657,RLD,60.0,7200,Paved,Reg,HLS,AllPub,I,MS,Crawfor,Norm,Norm,1Fam,2Story,7,1931,2000,Gable,SS,Stucco,Wd Shng,None,0.0,TA,Fa,BT,Gd,TA,No,Unf,0,Unf,776,GasA,TA,Y,SBrkr,851,651,1502,1,1,TA,6,TF,1,Gd,Attchd,1931.0,RFn,1,TA,TA,P,WD,Normal,149000
658,RLD,78.0,17503,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Artery,Norm,1Fam,1.5Fin,6,1948,1950,Gable,SS,VinylSd,VinylSd,None,0.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,912,GasA,TA,Y,SBrkr,912,546,1458,1,0,TA,6,TF,1,Gd,Attchd,1948.0,Unf,1,TA,TA,Y,WD,Abnorml,97500
659,RLD,75.0,9937,Paved,Reg,Lvl,AllPub,C,GS,Edwards,Norm,Norm,1Fam,1Story,5,1964,1999,Hip,SS,MetalSd,MetalSd,None,0.0,TA,Gd,PC,TA,TA,No,BLQ,637,Unf,1486,GasA,Ex,Y,SBrkr,1486,0,1486,1,0,TA,7,TF,0,,Detchd,1968.0,Fin,2,TA,TA,Y,WD,Normal,167000
660,RLD,70.04583333333333,12384,Paved,Reg,Lvl,AllPub,CulDSac,GS,NWAmes,Norm,Norm,1Fam,2Story,7,1976,1976,Gable,SS,Plywood,Plywood,BrkFace,233.0,TA,TA,CB,Gd,TA,No,Unf,0,Unf,793,GasA,TA,Y,SBrkr,1142,793,1935,2,1,TA,7,TF,1,TA,Attchd,1976.0,RFn,2,TA,TA,Y,WD,Normal,197900
661,RLD,52.0,46589,Paved,IR2,Lvl,AllPub,CulDSac,GS,NoRidge,Norm,Norm,1Fam,2Story,8,1994,2005,Hip,SS,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PC,Gd,Gd,No,GLQ,1361,Rec,1629,GasA,Ex,Y,SBrkr,1686,762,2448,2,1,Gd,8,TF,1,TA,Attchd,1994.0,RFn,3,TA,TA,Y,WD,Normal,402000
662,RLD,120.0,13560,Paved,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,6,1968,1968,Hip,SS,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CB,Fa,Fa,No,Unf,0,Unf,1392,GasA,Gd,Y,SBrkr,1392,0,1392,1,0,TA,5,MajD2,2,TA,Attchd,1968.0,RFn,2,TA,TA,Y,WD,Normal,110000
663,RLD,90.0,10012,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,1Fam,SFoyer,4,1972,1972,Gable,SS,Plywood,Plywood,None,0.0,TA,TA,CB,Gd,TA,Av,BLQ,920,Rec,1138,GasA,TA,Y,SBrkr,1181,0,1181,2,0,TA,6,TF,0,,Detchd,1974.0,RFn,2,TA,TA,Y,WD,Normal,137500
664,RLD,49.0,20896,Paved,IR2,Lvl,AllPub,CulDSac,GS,Somerst,RRAn,Norm,1Fam,1Story,8,2005,2006,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Ex,TA,Mn,GLQ,1721,Unf,2077,GasA,Ex,Y,SBrkr,2097,0,2097,1,1,Ex,8,TF,1,Ex,Attchd,2005.0,Fin,3,TA,TA,Y,New,Partial,423000
665,RLD,106.0,11194,Paved,IR1,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,8,2000,2000,Gable,SS,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,1406,GasA,Ex,Y,SBrkr,1454,482,1936,2,1,Gd,7,TF,1,TA,Attchd,2000.0,RFn,2,TA,TA,Y,WD,Normal,230500
666,RLD,70.04583333333333,18450,Paved,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,2Story,6,1965,1979,Flat,TG,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CB,Gd,TA,No,LwQ,187,Rec,1021,GasA,TA,Y,SBrkr,1465,915,2380,2,1,TA,7,SD,1,Po,CarPort,1965.0,Unf,2,TA,TA,Y,WD,Abnorml,129000
667,RLD,65.0,8125,Paved,Reg,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,1Story,6,1994,1998,Gable,SS,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PC,Gd,TA,No,GLQ,1138,Unf,1408,GasA,Ex,Y,SBrkr,1679,0,1679,2,0,Gd,7,TF,1,Fa,Attchd,1994.0,RFn,2,TA,TA,Y,WD,Normal,193500
668,RLD,70.04583333333333,14175,Paved,Reg,Bnk,AllPub,C,MS,Sawyer,Norm,Norm,1Fam,1Story,5,1956,1987,Gable,SS,CemntBd,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,Rec,988,Unf,1188,GasA,Gd,Y,SBrkr,1437,0,1437,1,1,TA,6,MD2,1,TA,Detchd,1999.0,Unf,2,TA,TA,Y,WD,Normal,168000
669,RLD,80.0,11600,Paved,Reg,Lvl,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,1Story,4,1922,1950,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,BT,Fa,TA,No,Unf,0,Unf,700,GasA,Ex,Y,SBrkr,1180,0,1180,1,0,Fa,5,TF,1,Gd,Detchd,1922.0,Unf,1,TA,Fa,Y,WD,Normal,137500
670,RLD,64.0,8633,Paved,Reg,Lvl,AllPub,FR2P,GS,CollgCr,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,GLQ,193,Unf,738,GasA,Ex,Y,SBrkr,738,738,1476,2,1,Gd,7,TF,0,,Attchd,2005.0,Fin,2,TA,TA,Y,WD,Normal,173500
671,RHD,54.0,6629,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Artery,Norm,1Fam,2Story,6,1925,1950,Gambrel,SS,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BT,TA,TA,No,BLQ,551,Unf,672,GasA,TA,N,SBrkr,697,672,1369,2,0,TA,6,TF,0,,Detchd,1930.0,Unf,1,TA,TA,Y,WD,Normal,103600
672,RLD,70.04583333333333,11250,Paved,IR1,Lvl,AllPub,I,GS,Veenker,Norm,Norm,1Fam,1Story,6,1977,1977,Gable,SS,Plywood,Plywood,None,0.0,Gd,TA,CB,Gd,TA,No,ALQ,767,Unf,1208,GasA,TA,Y,SBrkr,1208,0,1208,1,1,TA,6,TF,1,TA,Attchd,1977.0,RFn,2,TA,TA,Y,WD,Normal,165000
673,RLD,110.0,14442,Paved,Reg,Lvl,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,1Story,6,1957,2004,Hip,SS,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PC,TA,TA,No,GLQ,1186,Unf,1477,GasA,Ex,Y,SBrkr,1839,0,1839,2,0,Gd,7,TF,2,TA,Attchd,1957.0,Fin,2,TA,TA,Y,WD,Normal,257500
674,RLD,80.0,9200,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,6,1965,1965,Gable,SS,HdBoard,HdBoard,None,0.0,TA,TA,CB,TA,TA,No,Rec,892,Unf,1136,GasA,TA,Y,SBrkr,1136,0,1136,1,0,TA,5,TF,1,Gd,Attchd,1965.0,RFn,1,TA,TA,Y,WD,Normal,140000
675,RLD,24.0,2289,Paved,Reg,Lvl,AllPub,I,GS,NPkVill,Norm,Norm,Twnhs,2Story,6,1978,1978,Gable,SS,Plywood,Brk Cmn,None,0.0,TA,TA,CB,TA,TA,No,ALQ,311,Unf,855,GasA,TA,Y,SBrkr,855,586,1441,2,1,TA,7,TF,1,TA,Attchd,1978.0,Unf,2,TA,TA,Y,WD,Normal,148500
676,RMD,60.0,9600,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,2Story,4,1900,1950,Gable,SS,AsbShng,Stucco,None,0.0,TA,TA,BT,TA,Fa,No,Unf,0,Unf,1095,GasW,Fa,N,SBrkr,1095,679,1774,2,0,TA,8,MD2,0,,2Types,1920.0,Unf,3,Fa,Fa,N,WD,Normal,87000
677,RLD,52.0,9022,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1Story,5,1924,2006,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,BT,TA,TA,No,Unf,0,Unf,768,GasA,Ex,Y,SBrkr,792,0,792,1,0,Gd,5,TF,0,,Detchd,1924.0,Unf,1,Fa,Fa,N,WD,Normal,109500
678,RLD,80.0,11844,Paved,IR1,Lvl,AllPub,I,GS,StoneBr,Norm,Norm,1Fam,1Story,8,2008,2008,Hip,SS,VinylSd,VinylSd,Stone,464.0,Gd,TA,PC,Ex,TA,Mn,Unf,0,Unf,2046,GasA,Ex,Y,SBrkr,2046,0,2046,2,1,Gd,7,TF,1,Gd,Attchd,2008.0,Fin,3,TA,TA,Y,New,Partial,372500
679,RLD,70.04583333333333,9945,Paved,IR1,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,SS,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CB,TA,TA,No,Rec,827,Unf,988,GasA,TA,Y,SBrkr,988,0,988,1,0,TA,5,TF,0,,Detchd,1963.0,Unf,2,TA,TA,Y,WD,Normal,128500
680,RLD,50.0,8012,Paved,Reg,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,TwnhsE,1Story,6,1980,1980,Gable,SS,Plywood,Plywood,None,0.0,TA,TA,CB,Gd,TA,No,BLQ,543,BLQ,923,GasA,TA,Y,SBrkr,923,0,923,2,0,TA,5,TF,1,TA,Attchd,1980.0,RFn,1,TA,TA,Y,WD,Normal,143000
681,RHD,55.0,4500,Paved,IR2,Bnk,AllPub,I,GS,SWISU,Norm,Norm,1Fam,1.5Fin,5,1932,2000,Gable,SS,VinylSd,Stucco,None,0.0,TA,TA,BT,TA,TA,No,Rec,182,Unf,793,GasA,Ex,Y,SBrkr,848,672,1520,1,0,TA,6,TF,0,,Detchd,1968.0,Unf,1,TA,TA,Y,WD,Abnorml,159434
682,RLD,70.04583333333333,2887,Paved,Reg,HLS,AllPub,I,GS,ClearCr,Norm,Norm,1Fam,1Story,6,1996,1997,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PC,Gd,TA,Mn,GLQ,1003,Unf,1291,GasA,Ex,Y,SBrkr,1291,0,1291,1,0,Gd,6,TF,1,Gd,Attchd,1996.0,Unf,2,TA,TA,Y,WD,Normal,173000
683,RLD,90.0,11248,Paved,IR1,Lvl,AllPub,C,GS,CollgCr,Norm,Norm,1Fam,1Story,9,2002,2002,Hip,SS,VinylSd,VinylSd,Stone,215.0,Gd,TA,PC,Gd,TA,Av,GLQ,1059,Unf,1626,GasA,Ex,Y,SBrkr,1668,0,1668,2,0,Gd,7,TF,1,TA,Attchd,2002.0,Fin,3,TA,TA,Y,WD,Normal,285000
684,RLD,58.0,16770,Paved,IR2,Lvl,AllPub,CulDSac,GS,NoRidge,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,SS,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,1195,GasA,Gd,Y,SBrkr,1195,644,1839,2,1,TA,7,TF,0,,Attchd,1998.0,Fin,2,TA,TA,Y,WD,Normal,221000
685,RLD,70.04583333333333,5062,Paved,IR1,Lvl,AllPub,CulDSac,GS,StoneBr,Norm,Norm,TwnhsE,2Story,7,1984,1984,Gable,SS,HdBoard,HdBoard,None,0.0,Gd,TA,CB,Gd,TA,Mn,GLQ,828,LwQ,1190,GasA,Gd,Y,SBrkr,1190,900,2090,2,0,Gd,6,MD1,1,TA,Attchd,1984.0,Fin,2,TA,TA,Y,WD,Normal,207500
686,FVR,84.0,10207,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,874,GasA,Ex,Y,SBrkr,874,887,1761,3,0,Gd,7,TF,0,,Attchd,2007.0,Fin,2,TA,TA,Y,New,Partial,227875
